full_text_normal,label,score
sevgili renciler yksekretim kurumlar snavna yks girecek her birinize baarlar dilerim bu snav hayallerinize bir adm daha yaklamanz iin nemli bir frsat unutmayn baarya ulamann yolu kararllk sabr ve almaktan geer snav srecinde stres ve,NEGATIVE,0.9957650899887085
u hayatta bir duygu olsam kesin stres olurdum bir insan hereye stres yapar m,NEGATIVE,0.995879054069519
lobotomies were performed in several countries from the mid 1930s to the mid 1960s on some 50 000 people in the us alone the practice was similarly characterized as improving the mental health and well being of people,POSITIVE,0.9672447443008423
iyaaa allah aku stres gegara ujiaann 2 minggu lamanyaa besok hari terakhir hehe yeayeaayy semangatt otw kls 12 hufftttt omgg bahasa arab semangattt bantaaii soal2 bahasa arab ituu faayyy iyaa aku nungguin banget gosee yeayy,POSITIVE,0.9054481983184814
warga kampung ny perlu usut ni jgn kasih kendor tangkep semua main hakim sendiri udh capek2 jauh malah fitnah bunuh sadis banget otak ga dipake,NEGATIVE,0.9962564706802368
u nk bunuh ke,NEGATIVE,0.9977220892906189
karna sedih harus makan,NEGATIVE,0.9961368441581726
followersku sedikit diambil sama melon sedih banget,NEGATIVE,0.9996232986450195
3 woi,POSITIVE,0.9994650483131409
hahaha aku ketawa sedih,NEGATIVE,0.8646582365036011
cabrn hasta elegir candidatos eres malo caray yo pens nada ms en el boxeo eras pendej pero lo tuyo es un retraso mental,POSITIVE,0.5256052613258362
cha ilah bahasa lu kal kal kil kal kil sini ribut dm sama gua anjing keparat kalau mau gua ladenin pake bahasa apa gampang banget lu bilang bunuh bunuh agama apa lu jangan jangan lu cowok kesepian ga punya cewek makanya seneng doing harassment,NEGATIVE,0.9933619499206543
pada baca gua udah kaga lanjut kelar will bunuh mantan suami rein,NEGATIVE,0.9975814819335938
stres yapmayn olum snav var diye apartman reisi mi olacaksnz,NEGATIVE,0.9902841448783875
a person with mental illness,NEGATIVE,0.9860170483589172
niat cara benar apa menurutmu cukup niat baik terus caranya bebas kasus ibu2 bunuh anaknya masih kecil ga mau anaknya menderita menurutmu gmn kan niatnya baik,POSITIVE,0.9578837752342224
do you realize homosexuality was recognized by the apa as a mental illness as recently as 1973 this post proves they were wrong in bowing to a queer situation,NEGATIVE,0.987125813961029
makasih banyak ganya semoga kakak selalu sehat selalu yah gt,POSITIVE,0.9998453855514526
sebuah buku sempurna memerintahkan bunuh kafir yahudi kristen,POSITIVE,0.9937829375267029
sedih ditinggal temennya,NEGATIVE,0.9986199140548706
sedih,NEGATIVE,0.999589741230011
sedih gonna miss you rave,POSITIVE,0.9977389574050903
iya sedih banget,NEGATIVE,0.9970512390136719
eh lu bener jonatan gua mau stres pliss,POSITIVE,0.8956508040428162
stres banget jujur nonton timnas,POSITIVE,0.9521804451942444
this is 100 true,POSITIVE,0.9997746348381042
pernah kadang momen mana aku pilih kesehatan mental sendiri walaupun hubungannya deket banget kalau udah terlalu toxic bikin stres terpaksa nge cut off susah kadang memang demi kebaikan bersama,NEGATIVE,0.998017430305481
pazi prste pec sa mnom ljubav bie stres,NEGATIVE,0.9923447966575623
ma naravno tvoja stvar za tvoje dete nama nije bilo vano blendanje on je brzo preao na komadie nego da mogu lako brzo da spremim zdrav obrok sa namirnicama koje znam da on voli samo ti htedoh reci da to ne mora biti stres ili sekiracija naprotiv,NEGATIVE,0.9940716624259949
he wont discuss abt it kj and tmj work together for johor youth development ibarat bunuh diri la if ks discuss psl ni,NEGATIVE,0.9270492196083069
gua mo marahh sama siapa anjirr,NEGATIVE,0.9992778897285461
bizarro pensar que algum defenderia o retorno dos mesmos ao poder voc pode rebater tidak fundo sabe que uma reflexo sria e honesta lhe causaria uma pane mental,NEGATIVE,0.9755269289016724
sumpah kae pa ngancem arep bunuh diri sing ngremis kacang,NEGATIVE,0.9995230436325073
te das cuenta porque sos retrasado mental comprar roban un chicle con balear a un laburante en una estacin de servicio y te pensas encima que la gente que voto el que las hace las paga van a perdonar a gente que tiene plata vuelven por fracasados y corruptos,NEGATIVE,0.9842396974563599
netizen investigasi mafia gelisah terungkap menteror saksi sebenarnya mdh mengungkap kasus tapi dibikin berbelit berkaitan orang berpangkat ada cctv pelaku amp,NEGATIVE,0.9972894191741943
bunuh org takbirr ualah akbar bom orag takbir aulah akbar ngentot org takbir koplak koplak,NEGATIVE,0.9982820749282837
lu ngetwit mulu stres,NEGATIVE,0.9951477646827698
doing what we love to do more talk about mental health this week we spread awareness about with our workshop the anxiety epidemic at thank you for having us,POSITIVE,0.9997096657752991
global climate crisis won t end the human it s mental unstable retards well done for taking care of those in need of help,NEGATIVE,0.9977878332138062
kes bunuh bapa saudara haji baki suspek disahkan positif dadah rekod jenayah,POSITIVE,0.9996316432952881
ich bin so frhlich dass ich kann ihn jetz auf spanisch lesen pero de verdad es genial,NEGATIVE,0.9787942171096802
apalah anj orang tolol masalah seberat apasi sampe bunuh diri,NEGATIVE,0.9995712637901306
anak kecil sekarang kayak dajjal gampang banget bunuh org,NEGATIVE,0.9777690172195435
ga punya jiwa kompetitif gaji kemahalan mental atas lapangan ga punya mindset  nge stuck gaji main grasak grusuk menolak regulasi barumenolak meningkatnya kualitas liga pemain lokal,NEGATIVE,0.9975643157958984
ya tiba tiba gelisah,NEGATIVE,0.9303916096687317
awal gini temen w solehahnya kebangetan tiba tiba chat curhat pinjol sampe mau bunuh diri gakuat terus penasaran main lah twitter,NEGATIVE,0.9986869692802429
right all m hearing is do yall even care about mens mental health yall don t care why do u need me a woman to help u first step is to care about yourself dude talk to your homeboys smth,NEGATIVE,0.9981071949005127
bunuh orang pake celurit,NEGATIVE,0.9981868863105774
sedih banget akunku  sana gabisa akses,NEGATIVE,0.9996589422225952
ridiculous not a miss anything other than a mental patient,NEGATIVE,0.8875105977058411
nyante dulu gaeeess biar stres,NEGATIVE,0.9766064286231995
imdi biraz da uygur dnemine bakaym yine yaklaan gnler ve benim stres sinir seviyemin tavan yapmas,NEGATIVE,0.9865450263023376
miss information misses you,NEGATIVE,0.999704897403717
kematian nder so jangan bunuh diri suatu hari mati skg hidup yang baik2,POSITIVE,0.987933337688446
lu mau lihat kak bunuh diri neh do pohon toge,NEGATIVE,0.9988821148872375
wah gila waktu s8 sedih mah gabisa gue,NEGATIVE,0.9904688000679016
black people deeming it necessary to spoil a movie show the moment it drops need to be studied it has to be a mental illness,NEGATIVE,0.9991773962974548
seeking help for mental health conditions is essential as untreated mental illness can lead to a range of negatif outcomes including social isolation impaired functioning and even suicide,NEGATIVE,0.9474645853042603
lagu ni full blast bunuh member dekat de dust 2,POSITIVE,0.8485878109931946
entiendo por que dar fama a esos tipos este hombre es un jodido mental y se nota cuando habla perobse cae en esas trampas muy fcil,NEGATIVE,0.9734026789665222
nachia emang jam terbangnya ga main  permainan ekspresi lagu dapet banget oline bagus mungkin matanya mendukung buat sedih jadi masuk ekspresinya huhuhu kerennnn banget syoekaaa dechhh,POSITIVE,0.9993915557861328
bu arada gerekten orda olsam ve telefonu yanma almasam hibir sinir stres kalmaz,NEGATIVE,0.9470089077949524
estara entendido que patrn mental lleva a alguien a escribir ayga y ahiga en una misma hoja ms de una vez,NEGATIVE,0.9398365616798401
tak payah sedih sangat sebb tuan diri tak kisah ig sendiri bila nak je baru timbul,POSITIVE,0.9883358478546143
tuhan aku stres banget,NEGATIVE,0.9995143413543701
aaaa sedih banget peluuk tinggal berapa jadinya kucing kamu,NEGATIVE,0.9861445426940918
meringis kayak oke sendiri menderita terserah lah menderita siap bunuh orang,NEGATIVE,0.9970483183860779
israel kan  bunuh tuhan,NEGATIVE,0.9782724380493164
bu stres ve bask hereyden isteksiz ve enerjimi smrgen bi hale geldi,NEGATIVE,0.9691070318222046
they don t because the gospels aren t modern biographies they are typical of the genre of ancient biographies where descriptions of physical appearances are uncommon you should change your mental paradigm the gospels are ancient documents that weren t written in english,NEGATIVE,0.9904513359069824
nisan sonundan beridir sinir stres yorgunluk uykusuzluk depresyon kayg znt keder ne skim varsa yaadk ama kilo yine ayn kald,NEGATIVE,0.9769707322120667
huwaaa,NEGATIVE,0.988416850566864
kalau beneran ikut ikutan mau nangis sedih banget kesell,NEGATIVE,0.9989492297172546
sedih,NEGATIVE,0.999589741230011
so much for claiming to be british they cannot even fly the union flag the correct way up obviously in mental distress,NEGATIVE,0.9992532134056091
1998 rupanya patutlah sedih semacam,NEGATIVE,0.9986880421638489
barusan nemu lagu dangdut sedih banget sampe ngide bkin angst ttli mampus,NEGATIVE,0.9991815686225891
barisan hebat pertaruh bunuh mati anak kecil penganjur ko bayar pakai duit apa ko angkatan kiblat mana,NEGATIVE,0.898016631603241
gitu sumpah sedih bangey ovt,NEGATIVE,0.9987329840660095
mungkin teroris plg canggih ternyata punya kombinasi buku uang senapan negara ngakunya punya segala sumber daya butuh waktu 10 tahun buat bunuh doi,NEGATIVE,0.998927891254425
kita runut adalah pembunuhan 1 mati tercekik kain merah di atas kasur menyamarkan kematiannya dibuatlah seolah2 bunuh diri gantung diri 2 pembunuh lupa korban adlh penyandang disabilitas berarti kemungkinan bukan org terdekat korban lanjut,NEGATIVE,0.9975964426994324
lu mau marah sedih bahagia responnya sama ya selalu nonjok,NEGATIVE,0.7429345846176147
resah gelisah gw mau ngerjain skripsi engga engga colokan bjirrr bjirr,NEGATIVE,0.9996556043624878
jujur membenarkan rusia bukannya ukraina cari masalah duluan rusia padahal jelas tau putin kek gimana nggak main sama bunuh diri presidennya jg nggak langsung menjerumuskan negaranya sendiri gpp blg goblok penting dukung palestine,POSITIVE,0.9820627570152283
bcz them being vocal about their mental health sounds gay they would rather go to prison for murder,NEGATIVE,0.9973244667053223
stres atma amal habille kabilin kavgas gibi bi kavgaya girmem lazm bu aralar,NEGATIVE,0.9919622540473938
wah aku diagnosa mb flel jg ni aku rontok parah krna stres,NEGATIVE,0.9960904717445374
como siempre los curas y la iglesia del lado del mal,POSITIVE,0.9777021408081055
literally kmrn gbk stres indo kebobolan trs liat rumor carlos williams,NEGATIVE,0.9841610789299011
makasih jeongin baik banget hey semoga segera merasa lebih baik wajar kalau sedih galau jangan lama lama,POSITIVE,0.9998281002044678
kalau aku dateng sedih,NEGATIVE,0.9967849254608154
ga orang  berulah aing bunuh hiji hiji anyinggggggg,NEGATIVE,0.9953110814094543
millet stres heyecan yapnca yemek yer bende tamamen kesiliyorum yemekten sanrsn bi tane olak yemiim,NEGATIVE,0.9785303473472595
aaaaaaaaaaaaaaaakkkkkkkk stres,NEGATIVE,0.9956037998199463
apa stres,NEGATIVE,0.9950161576271057
aku tau gimana sedih,NEGATIVE,0.9997053742408752
huaa bia aku suka banget sama jeya ian barusan baca updatenya nyesek banget pas jeya ditolak huaaa terimakasih udah suka nderr iya sedih dulu yah sebentar,NEGATIVE,0.979754626750946
5 hac hseyin abiye konferans verdirin hepsi glyor meseleyi anlattm dediler ki biz eskiler iin sylyoruz ama inann eski alanlar imdiki alanlardan iyiler dnn hastanenin her yerinde stres kayg znt var ama hac hseyinin hasta haklar odas nda,NEGATIVE,0.9702669382095337
mood kacau dijam segini gara nonton 172days njir sedih mampus memang salah kalau nonton film jam segini,NEGATIVE,0.9996868371963501
ensimismarse solo demuestra su problema mental tranquilo me humill me gano tiene la razn me dijo mascota,NEGATIVE,0.9790580868721008
sedih ga punya cuan,NEGATIVE,0.9996660947799683
kadang suka sedih liatnya,NEGATIVE,0.994400680065155
halah,POSITIVE,0.8918067216873169
trs siapa yang blg jual cerita sedih suruh bayar,NEGATIVE,0.9911869168281555
fenerbahe morinhoyu getirdi ve beklenti daha da artt ksacas stres daha da fazla stelik ayrlan hoca muazzam bir istatistik yakalad imdi stresi ynetemeyen bir camia nasl bir refleks gsterir merak konusu krediler tkendike aziz yldrm sesleri de ykselir daha da,NEGATIVE,0.9909294247627258
numpuk tahu kenapa malah sedih kalau tiba2 bersih sendiri ampe ngelag hapenya,NEGATIVE,0.9996895790100098
lu main twiter nyumbang duit israel buat bunuh bayi,NEGATIVE,0.9687772393226624
mj stres przez te finay nba przechodzi ludzkie pojcie,NEGATIVE,0.9566968679428101
danil kan vidyadhara,POSITIVE,0.9960963129997253
punten miris sedih komedik ngeliat situasi omi teruntuk 2 fakultas  menjadi asal oknum kejadian tersebut ini  disebut asian value,POSITIVE,0.8841665387153625
damn stlh setaun lebih akhirnya kamar sebelah orangnya sedih dikit soalny tembok tipiz,NEGATIVE,0.9997383952140808
flaca vos tenes un problema mental grave la defensoria del pueblo muestra un aumento de 2022 a 2023 podes sostener medio argumento de lo que decs,NEGATIVE,0.9876487851142883
stres sm jurnal lu,NEGATIVE,0.9983319640159607
sedih tapi kepo kalau joo pd  gantiin bakal kaya gimana soalnya tiap jadi pd pengganti selalu dibully member wkkw,NEGATIVE,0.6458094120025635
nihao the double baca novelnya di spoiler alesan suaminya bunuh istrinya tuh gegara tuan putri suka suaminya tujuan tuan putri mau dinikahin suaminya,POSITIVE,0.6428343653678894
bunuh diri pake lagu keramat,NEGATIVE,0.9978107810020447
name aaleasha callista nickname alea birth 5th june besok ultah uhuy age 18 yo pekerjaan mahasiswa baru ilmu komunikasi model aktris funfact kehidupan kedua setelah kehidupan pertama mati bunuh diri habis mengkhianati bunuh temennya,NEGATIVE,0.7639540433883667
gapapa kaak felynee cuma sedih ajaaa biasa hari hari pekerja freshgrad  penuh lika liku,POSITIVE,0.8596005439758301
berevolusi lucu pintar musik jadi punya empati ngerti arti tanggung jawab mundurlah kalau berani bunuh diri,POSITIVE,0.9993181228637695
makan soalnya kalau makanan enak lupa kalau stres wkwkw,POSITIVE,0.991883397102356
sedih anying mau nyalahin siapa jg tahu,NEGATIVE,0.9973978996276855
liat kelakuan anak pagabon biar makin stres,NEGATIVE,0.9929205775260925
umm takutnya nk bunuh fmly org aku rasa tu btl2 diyes on saiko la kot ntah la,NEGATIVE,0.9983532428741455
cekikikan makanya jangan bunuh semuanya na jadi bosen kan lu,POSITIVE,0.9927294850349426
lewatt,NEGATIVE,0.9938137531280518
are they fucking mental how they can joke at jules race feel sick,NEGATIVE,0.9993447661399841
aku seriously tengah resah gelisah gila ni aduhhh,NEGATIVE,0.9972658157348633
kemarin sudut  ga keliatan ternyata pas diliat gini allah sedih banget,NEGATIVE,0.996945321559906
fans kpop gapernah bunuh orang monyet teriak moyet  tiap yel yel oouuoouuoouuu,NEGATIVE,0.9088598489761353
sedih banget semoga gajadi,NEGATIVE,0.9983820915222168
orang paling rasis sejauh ya orang korea mereka paling benci sama orang asia tenggara heran angka bunuh diri disana tinggi banget pembully tinggi banget disana,NEGATIVE,0.9609227776527405
bayangin keluarga diserang sama 1 keluarga perampok berpistol sajam terus lu berhasil bunuh 1 perampok pny pistol kriminal apa terjadi berantem antar keluarga kriminal perampokan,NEGATIVE,0.9875679016113281
keknya gua alergi salah satu obat deh badan gatel2 semua,NEGATIVE,0.9992165565490723
rocky gerung toxic sama toxic saling bunuh saling amputasi kabinet lebih banyak biar nampung semua akhirnya apbn bakal nanggung biaya istri anak ponakan menteri,NEGATIVE,0.997236967086792
sabar nder sedih banget denger kalimat ayahmu omku waktu anaknya rebel banget susah arahin tuh sampe bawa golok bilang bunuh bapak pake sekarang hancur banget gasih ortunya,NEGATIVE,0.9921566247940063
sudahlah jangan terlalu larut people come and grad walaupun sedih huhu,POSITIVE,0.9950189590454102
chalo jee,POSITIVE,0.99429851770401
best tak ingat sgt tom ni bekas assassin kan pastu mamat melecur tu dtg nk suruh tom bunuh ke nk balas dendam kat tom scenes dia tembak2 org jahat awal amp,NEGATIVE,0.9932093024253845
gmn cara menggaet nanamin ak mw kawin sm nanamin,POSITIVE,0.9994016885757446
makanya gausah sok sok an mau bunuh diri lah,POSITIVE,0.9947025179862976
kebanyakan kafein kebanyakan stres kurang olahraga mulai besok mau fokus makan enak biar otak enak mau olahraga jg rumah,NEGATIVE,0.5363175868988037
hadi eskiden stok yapsan iyiymi bu kadar ksa sre kullanabiliyorsan demekki aktif fazlaca alyorsun stres atmak iin de birebir olmal,NEGATIVE,0.9860209822654724
kurang ajar sjw hewan kelakuannya lebih hewan siluman betina satu wajib dibuat hina depresi hingga bunuh diri dikarenakan elu mental sosmed ngamuk dulu melihat berbagai sisi sudut pandang viral dulu baru klarifikasi andai jaman penjajahan terulang,NEGATIVE,0.9910048246383667
stres yapan birine stres yapma diyince stres yapan kii stres yapmay brakmyor biliyorum,NEGATIVE,0.997437596321106
sedih banget kepengen nangis,NEGATIVE,0.9989964365959167
ngerokok jarang minum alkohol itupun biasanya aku tolak cara ngilangin stress tidur makan olahraga kalau cara terakhir cari tempat sepi bawa earphone trus menyendiri denger lagu sedih keluarkan semua air mata,NEGATIVE,0.9491881728172302
tuh cerita seekor babi hutan betina  meminum kencing raja hamil anak perempuan lalu anak perempuan mengawini seekor anjing melahirkan seorang anak lelaki ganteng  sengaja bunuh bapaknya ngebet pengen kawin sama emaknya,NEGATIVE,0.9845942258834839
my mental illnesses already prevent me from doing everything irl dont want it to keep hindering me with ingameonline stuff as well at least these one simple things wanna be able to make without feeling like im having a heart attack that im the worst player ever,NEGATIVE,0.9986819624900818
mau tb gakk,NEGATIVE,0.9922846555709839
been doing this since last year mental health improved so much,POSITIVE,0.9988523721694946
kok pd jrang lwat tl dh pd ga stres sm hidup,POSITIVE,0.8535012602806091
harusnya tuh kmrin  duluan beli prioritas in buat presscon sama signed wkwkwk sedih banget rasanya jalan mantap banget raffle ulang deh pakai nomor pesanan blibli,NEGATIVE,0.9869076013565063
jesus hear our prayer as we pray for all sick children those with illnesses cancer disabilities and mental illness come jesus come to their side to bring them your love healing and peace that surpasses all understanding we pray for blake everly zachary wyatt noah,POSITIVE,0.99978107213974
rindra  bunuh arin gagal pak annas  ngomong  gituh om rindra semoga cuma ngaduk semen  liat persidangan,NEGATIVE,0.9981977343559265
doctor  jaga wad aku masa nak bersalin dulu ada sorg  teramat plus size aku lak sedih tgk berjalan,NEGATIVE,0.9969983100891113
sumpah akun kecil bs apah pdhl aku udh gelisah banget knp ditagih2 jajananku trs gaada info apa2 kyk tenggelem gt aku dr tadinya interest skrg jadi b,NEGATIVE,0.998011589050293
maksudnya siap bunuh gtu 135 nyawa hilang di jadiin pembelajaran,NEGATIVE,0.9121768474578857
ma za to se slaem to se tie gaanja taman posla uas ali ne prekida me zbog skandiranja kada nisi titio eljka u prvoj ne potpaljuje vatru sve u svemu titula je vaa mog miljenja izmanipulisana ali ta je tu je zamisli stres devojice 2011 2013 godite,NEGATIVE,0.9928834438323975
gelisah kalau bulan skip lgi nggak masalah nnti coba lgi bulan depan smoga perjalanan juga msih panjang jeketi,NEGATIVE,0.962114155292511
samaaa nder aku suka stres duluan kalau bikin eyeliner kata temen suruh sering latihan tiap latihan emosi,NEGATIVE,0.8336383700370789
tre femme aussi est dur hein,NEGATIVE,0.7297375798225403
academic pressure lt,NEGATIVE,0.993296205997467
allah sedih banget 1 vendor putus kerja kasihan mata pencaharian keluarga orang orang semoga jalan tengah k9 termasuk sekuriti video kembali bekerja,NEGATIVE,0.9988538026809692
akun stres,NEGATIVE,0.9199323058128357
kencing je bangsat israel ni nak genjatan senjata sebelah pihak je pihak nak teruskan serang bunuh gazan,NEGATIVE,0.999537467956543
yaelah jgn kasian luffy tar stres bocil bang,NEGATIVE,0.951808512210846
abang lah sue sm tu tak function j h ikut abang lah saman laaaa jangan biarkan orang macam ni hidup kalau sekalipun nak bunuh diri apa jangan pernah tarik saman biarkan je mampos,NEGATIVE,0.9964315891265869
allah knp skrg kalau sendirian malah stress bingung beneran stress ampe nangis capek sedih gitu loh kalau sendirian bingung banget knp skrg gini,NEGATIVE,0.9978753328323364
atlet mma rahul pinem meninggal dunia diduga bunuh diri begini kronologinya,NEGATIVE,0.9995563626289368
satu satunya ketenangan  kumiliki dah hilang hilang sekarang aku diliputi gelisah,NEGATIVE,0.9939525723457336
oiii mau bunuh orang ni hapus dong hukumnya,NEGATIVE,0.9996668100357056
przecitnie sorki ale byo wida stres brak obycia z tak form widziabym tam krzysztofa bosaka ale on nie startuje cay czas jednak najlepiej chocia inni wypadli aonie,NEGATIVE,0.9858595728874207
fentanyl ni bukan orang untuk bunuh diri kematian paling best ketika tidur,NEGATIVE,0.9996576309204102
mau jadi enjin stres banget liatnya 99k orng ngantri tiket,NEGATIVE,0.9072204232215881
sedih banget baru berhenti nangisnya malah ledekin sama ayah suruh buat acara tahlilan soalnya aku nangis nyapu,NEGATIVE,0.7385319471359253
jigur gelisah anxiety ndredek susah fokus yeppp dah gabisa minum kopi arabica 4x minum efeknya sama semua manjur manjur kok dadi ngene efek e,NEGATIVE,0.8402402400970459
prajurit kostrad diduga bunuh diri kab bogor kompolnas surati polda ntt soal 4 wanita konsumsi miras mapolres sikka pj bupati bandung barat jadi tersangka korupsi dan isukasus patut terjadi tiang2 penyelenggarapengaman negara asn polri tni,NEGATIVE,0.9732335805892944
gate,POSITIVE,0.9931944608688354
kok beneran sedih,NEGATIVE,0.9992924928665161
mata cantikk mu sedih,NEGATIVE,0.8802027106285095
bunuh gua sekarang anjgggg,NEGATIVE,0.996874213218689
aslan ne zaman gevedi ki hep bi stres hep bi sknt,NEGATIVE,0.9772195219993591
hotel murah maybe hat mahal access kad nak masuk lift bagus sangat la record tu kot stranger tu masuk rogolbunuh kau continue record apa function telefon bilik tak tau la,POSITIVE,0.5398916006088257
pas liat video anjingnya dipukul awalnya kesel banget kasian anjingnya mukanya kena gampar begitu ngeliat video mas k9 nangis malah jadi ikutan nangis coba liat ekspresinya smpe ga bs ngomong terlihat sangat sedihhancur please,NEGATIVE,0.9970922470092773
lagi dipaksa kan bu stres sih bu hutang makin menumpuk permintaan penambahan anggaran makin banyak jangan ikutan lah,NEGATIVE,0.9985713958740234
celtics fans have unlimited real estate in this mental midgets head brooklyn kyrie is so back,NEGATIVE,0.9898424744606018
aacc is excited to continue our webinar series flourish how asian americans can flourish in their mental health with our third webinar on june 27th we invite ministry leaders and individuals alike to join us for this next mental health conversation,POSITIVE,0.9992765784263611
stresssss stres bangettttt,NEGATIVE,0.948988676071167
ko ni sajaaaa je kan macam tahu tahu je tengah gelisah progressing sangat slow dah lah slow pastu tak faham faham,NEGATIVE,0.9988484382629395
idols are human which means they pick their nose poop fuck,NEGATIVE,0.9906489253044128
presja stres niedowiadczenie onierzy po przez krtki sta suby,NEGATIVE,0.98223477602005
cokk akhhj akxmkemmdkd oemxmeoddnlu mau bunuh gua aanyinhhhcikedikdkdmdmkdkd,NEGATIVE,0.9968581199645996
sini ceritaaa ko selalu ngomong stres stres mulu sih sini kasi tau aku stres,NEGATIVE,0.9983211159706116
lahko tudi kamilice sproijo psihozo lahko tudi vino lahko tudi stres lahko pojma nimate kaj sproi priznajte,NEGATIVE,0.9960665106773376
eu amo ser delulu hoje t demais cad a minha sade mental,NEGATIVE,0.9861491918563843
menyipitkan mata dia kenapaoh apa mungkin raffandra merasa sedih zelie  merasa iba berjalan mendekati raffandra sebenarnya malas brutal getok pelan kepala sepupunya menggunakan buku jari tengah senam sana,NEGATIVE,0.9873915314674377
kayaknya gabung community konser paling capek konsernya enha stres banget liat kelakuan enjina jujur,NEGATIVE,0.9743345379829407
men s mental health one ever listens to men we re so neglected actually we can hear it very well when your girlfriend is sobbing because you raised your fists at her then blamed it on being depressed,POSITIVE,0.9600936770439148
of course she s in a great mental state bet the house and my beloved dog that eats her troubles away u until they come back and they always do obesity is mostly a mental disease one is that big regardless of underlying medical conditions gets there without overeating,POSITIVE,0.9778825640678406
gundah gelisah merana ternyata 2 bulan aku ada makan mie ayam,NEGATIVE,0.9996329545974731
akhir  berperang deh sampe pasukan2 dr sunda tersisa nmun putrinya diah pitaloka selamat memilih bunuh diri lalu kerajaan sunda mulai memutus hubungan politik kerajaan maja pahit,NEGATIVE,0.9976713061332703
yeah those of us that resisted government ngo s media corporations and every dumbass on social media telling us to get vaccinated are the ones asking for a police state profound mental retardation,NEGATIVE,0.9900912046432495
they dont say schitte to her because she looks different than a dirty homeless mental patient wearing a sandwich sign and dragging a stuffed dog on a leash,NEGATIVE,0.9947807192802429
